fixation_duration_mean,saccade_duration_mean,yawv_min_head,pitchv_min_head,yaw_max_rwrist,pitch_mean_rwrist,pitch_max_rwrist,pitch_min_rwrist,linv_min_rwrist,x_max_acc,x_max_gyro,y_mean_gyro,y_max_gyro,z_mean_gyro,z_min_gyro,label
1.0760516666666669,0.02379909999999998,0.022108911516373127,0.021982004165930814,0.52250344,-0.3057848584615384,0.6114863,-0.6110363,0.0373735998075119,10.969935978494624,0.7723026186984127,0.018055581359772022,0.3530552511111111,0.06426008625482105,-0.7749869203492064,0
0.3594592500000001,0.021473433333333482,0.008119484143852237,0.022432806857152078,0.42869443,-0.05664828165154263,0.7221468,-0.6207688,0.04386082034795386,11.780031365591395,0.7479145677460318,-0.03852139048641455,0.43160452377777775,0.01991518713821281,-1.5006048711111108,0
0.2511276624999992,0.022591026938775488,0.008837568733095791,0.005225491365275782,0.5261139,0.3591542789767442,0.8153641,-0.60909116,0.034530066741351416,12.28669355913978,1.3239653812698413,-0.037000860562124246,0.9693682838095237,0.04221625418536815,-2.433213043174603,0
0.19761558571428445,0.020964462162162127,0.01344734341503492,0.006873401704136614,0.53037304,0.25894734852233675,0.6924314,-0.60948056,0.014604675639144396,10.572670537634409,0.8766931478412698,0.010740959298839016,0.7396405629206348,0.07531712942478315,-0.3751887377142857,0
0.23723503749999963,0.019765408024691327,0.009361860002685662,0.03853721325576488,0.41198942,-0.30917431604395607,0.69931906,-0.67478657,0.022394632811085526,10.800493908602151,1.0484276668888888,-0.089501466191244,0.5346130402539683,0.0917861960727282,-0.2806840698412698,0
0.3829587727272742,0.02289753571428547,0.006081476753386202,0.003959109943884995,0.4161542,-0.3826116863968254,0.89471686,-0.6589665,0.01139473977447769,10.1163743655914,1.8097757304761903,0.0034177545689847363,0.37299329152380956,0.07727103360991126,-0.976316109142857,0
0.3353922999999999,0.023822228806583745,0.0034054418112098596,0.009867035832387131,0.43832597,-0.1233654941142857,0.7808951,-0.5675651,0.011231487750814914,11.36394857526882,1.8826009974603177,-0.037069689872596845,0.2669419655238095,0.024901838079162603,-0.6774945525396826,0
0.28634369999999976,0.02233761999999924,0.014666436742850768,0.0354185948669277,0.45405555,-0.024523112355371905,0.80999035,-0.57942057,0.045026983089519856,11.593866010752688,1.2595507885714285,-0.05113231194151282,0.5495976394285715,0.1449321828062867,-1.5668598714285713,0
0.28529922999999824,0.024872373118279056,0.0015970866705011715,0.007197211741609483,0.53525347,-0.282442989821883,0.6396227,-0.61440057,0.03253308636020561,11.453045795698925,1.4157524765079366,-0.0025136405238530596,0.3033328514920635,0.09259006150475929,-0.4642014503174603,0
0.2954829833333328,0.021723256640624744,0.006595063315611569,0.0024924321730269553,0.5034176,-0.12871496640977445,0.78483194,-0.55616826,0.0168105733615379,11.501599763440863,1.9521430879365078,0.04369157494314081,0.9294696231111111,0.014803133571276076,-2.231295156190476,0
0.26173160000000245,0.020724124999999368,0.008738053312178752,0.012875452708404077,0.45434743,-0.23919433948948945,0.63824636,-0.5814365,0.04418209502166336,10.907160381720432,1.7722303352380955,0.04302625300390263,0.8058478766984127,-0.05645542872512731,-3.3369583447619044,1
0.4227042777777786,0.021805439572192165,0.015099128423006402,0.02264959017575482,0.49693424,-0.16662129470225873,0.6520578,-0.5754128,0.020291621990427437,11.107139596774193,1.0539428246031746,-0.021189988901495545,0.5304944185714286,-0.042539439023813755,-2.222488375555556,1
0.4756397800000002,0.022166707964602204,0.011925238128172706,0.0108784343918335,0.42380187,0.1321646643280182,0.81726915,-0.58643454,2.1050894499499837e-05,11.125685145161292,1.066955885936508,-0.059107730026501985,0.4482677506984126,0.01851665904240259,-2.122573266031746,1
0.6444414428571434,0.021865209803921433,0.045412927592427176,0.010334518001800509,0.48526,0.34957502618374564,0.82102764,-0.42969003,2.8956131277335646e-05,10.33808427419355,1.3678276993650793,0.09859310936401605,0.7353728193015873,0.030373505470325756,-1.429881067936508,1
0.2663117384615379,0.025341974615385253,0.009672463291801532,0.015106354093084426,0.44512337,-0.01581140769230771,0.92017,-0.5967814,0.011179073933932882,10.732070338709677,3.1277361504761907,-0.04429547776838507,0.42748823304761907,0.06244738290612838,-1.890858727301587,1
0.3122122000000047,0.01777236350711,0.00516115017692567,0.013415750755278762,0.4937346,-0.3524779348595506,-0.03858642,-0.71441007,0.045879555018075606,10.647860860215053,2.111133574920635,-0.040649043348059306,0.38604031060317456,0.047221632198194856,-0.8123554246349206,1
0.35340067500000316,0.015408683453238637,0.010730425271733663,0.01563596116815248,0.45367506,-0.1707608181341108,0.7900393,-0.703871,5.023107072980495e-06,11.767953505376346,2.3338427365079366,-0.014663019779328105,0.39082617726984126,0.08757001885403941,-1.190625525015873,1
0.28633273333333403,0.017127217241378327,0.027670187886927086,0.03159435926952176,0.4517803,-0.0795514177118644,0.86250734,-0.6277767,0.2342768687466639,10.880048586021505,1.4792434380952382,-0.09648540615952635,0.518180764063492,0.15520849248560642,-2.0087856603174603,1
0.36351104999999606,0.018100590049751324,0.01055691031338523,0.006266876209923814,0.4504753,0.01689965153846155,0.6311217,-0.5796344,7.160146819630437e-05,12.547611010752691,3.7575483952380955,0.006109364241574092,0.3750371980952381,0.07968719451914914,-1.6087252926984126,1
0.6121191500000009,0.019168172169810732,0.005936931112762485,0.007338573284017961,0.42159,-0.10564430334913112,0.9723137,-0.7572138,0.02001678437472475,12.192261086021505,2.8118340453968256,0.03200186272911506,0.3564061233015873,0.045981685663155,-0.7358112432698414,1
0.1673245833333333,0.02562171794871789,0.008146233251858495,0.020396559469349665,0.2145438,0.15904297825581393,0.9590248,-0.64453626,3.0551773108858066e-05,11.91655430107527,1.20594992,-0.022463395139088394,0.500180866984127,0.06356958120536388,-1.0202531415555556,0
0.21359963636363608,0.02461767300380222,0.008146233251858495,0.025038924828921102,0.35424122,0.23878100663636362,0.9590248,-0.64453626,3.0551773108858066e-05,11.91655430107527,1.20594992,-0.0858137673266545,0.9231559587619048,0.08180181920075565,-1.0202531415555556,0
0.29097232499999937,0.02387432402597404,0.021113630801727266,0.02095322250178537,0.52387905,0.09623246869209809,0.79764605,-0.6518219,0.024674809285120742,12.2997916827957,1.7945735514285712,-0.08281362596852498,0.8160003229841271,0.0031230308311093005,-2.288016754285714,0
0.29097232499999937,0.02254338000000001,0.021113630801727266,0.02095322250178537,0.52387905,-0.08469183095588233,0.85492885,-0.6518219,0.024674809285120742,10.838150741935484,2.056458528571429,-0.07371741960190266,0.2987120786031746,0.1492201128377998,-0.18922948044444443,0
0.3082489800000001,0.021737303333333267,0.03613792635288579,0.04528791853324025,0.8185164,0.1341198495588235,0.81391203,-0.40002218,0.05420287655640527,12.567667064516131,0.5438063973333334,0.12372602096027445,0.3662994973968254,-0.05826748569312168,-0.5034651004761904,0
1.2577149399999996,0.021991355307262466,0.023318227095490165,0.040043624213533455,0.38898674,-0.30993379933333337,0.8475727,-0.7042749,0.0005217754903425715,12.039470913978498,0.791339285079365,-0.04337069578281262,1.068304402952381,0.19619546105191993,-3.211661092380952,0
2.607002099999999,0.019251355900621082,0.00496482490439628,0.011410676049835021,0.7460954,-0.26421230316397226,0.43716013,-0.64408016,0.0005217754903425715,11.974151167741937,2.569119474285714,0.0029899669414783195,1.3522322475238095,0.06741873318030493,-2.566623858730159,0
1.3675384000000008,0.02509278235294107,0.06659729737662837,0.0637191411562829,-0.33369282,-0.11136391749999999,0.17685269,-0.40331686,0.05171332748613125,11.285167258064517,5.865386821904762,-0.048116947544832596,0.2576613114603175,0.013549738860303763,-0.7610649444761904,0
1.9406645625000012,0.01976607605633818,0.006490352230927842,0.012310030766823625,0.6063009,0.3447425423913044,0.8599708,-0.6101912,0.05934283573958341,12.829780741935487,2.8392303161904766,0.028534145573572145,1.0289114358412697,-0.06924396643179456,-2.9702507403174603,0
1.9753459625000005,0.022628389189189246,0.016327405839859137,0.0072743592940157685,0.4968479,0.03645979564564567,0.851058,-0.84485906,0.015698770099213236,11.996086247311826,1.136606016920635,0.02461940822793856,1.2487901428571428,0.007494753328986599,-0.9275170526666667,0
0.47014555000000274,0.02203432025316439,0.028573513230497165,0.03199438712713996,0.53465444,0.33158894151202745,0.8943845,-0.7792046,0.0005090030307657947,11.241996231182798,2.349130666984127,0.024428113077695133,1.0383239160952382,-0.024308732598761967,-3.531743804126984,1
0.6353695375000008,0.022554426582276597,0.004329179494970913,0.0066689086471078485,0.47277987,-0.07998097875862067,0.7553637,-0.7060882,0.05124045858274762,11.706552731182795,1.6377803342857142,0.02848148839089829,0.6010262487301588,-0.025373441447288664,-2.013594002857143,1
0.4446297750000099,0.02036479444444339,0.010289460368677587,0.027651591004169092,0.37724426,0.3963735632369942,0.87706053,-0.416178,0.02401417755931293,11.86687355376344,0.868917196126984,-0.07479907874110354,0.43319987679365074,-0.15442673853693123,-1.0985208533333333,1
0.3000045666666722,0.02711299599999734,0.028829838800986572,0.019339045302492777,0.08493503,0.19933710349999997,0.63216287,-0.33319646,0.12016685841886249,11.727881043010752,1.167538318095238,-0.017981470440192018,0.7136193770793651,0.025612675868001908,-1.7008211685714287,1
1.0321794800000077,0.023687100000000634,0.013159830423942764,0.006806508641177693,0.46554512,-0.14393337588235294,0.81571287,-0.5935149,0.1367326523120519,11.441911424731183,1.2219216765079366,0.07236693844538658,0.4313971726984127,-0.07555580507105035,-2.0946158025396824,1
